SKY,FLT,DAMAGE,REPORTED_NAME,REMAINS_COLLECTED,BIRDS_SEEN,FAAREGION,REPORTED_DATE,EFFECT_OTHER,REMAINS_SENT,WARNED,INDICATED_DAMAGE,PRECIP,AOS,LOCATION,PHASE_OF_FLT,SPECIES,TYPE_ENG,DISTANCE,ATYPE,EFFECT,HEIGHT,NR_FATALITIES,TIME_OF_DAY,STATE,BIRDS_STRUCK,AC_MASS,AC_CLASS,OPERATOR,SIZE,INCIDENT_DATE,NR_INJURIES,COST_REPAIRS_INFL_ADJ,ENROUTE,RUNWAY,AIRPORT,COMMENTS,COST_OTHER_INFL_ADJ,REMARKS,NUM_ENGS,TIME,SPEED
Some Cloud,,None (Military),Deleted,FALSE,,AEA,7/12/90,,FALSE,Y,FALSE,None,,,Approach,Gulls,Turboprop,,C-441 CONQUE,,10,,Day,NJ,2-10,2,Airplane,UNKNOWN,Medium,7/7/90 0:00,,,,,ATLANTIC CITY INTL,,,"HIT A FLOCK, ASSUME 2-10. NO DAMAGE.",2,,140
,,Substantial (Civilian),,FALSE,,ASO,,,FALSE,,TRUE,,,,Climb,Unknown bird - medium,Turbofan,,B-757-200,,,,,FL,1,4,Airplane,DELTA AIR LINES,Medium,7/8/90 0:00,,,,,MIAMI INTL,SOURCE = FAA TECH CENTER BIRD INGESTION REPT & ENG  MANU (UPDATED x/x/xx WITH ENG MANU REPT),,2 SETS OF FAN BLADES REPLACED. EVENT #488.,2,,
Some Cloud,,None (Military),Deleted,FALSE,,AGL,7/8/90,,FALSE,N,FALSE,None,,,Climb,Unknown bird - small,Turbofan,,B-727,None,"3,000",,Day,IL,1,4,Airplane,AMERICAN AIRLINES,Small,7/8/90 0:00,,,,28,CHICAGO O'HARE INTL ARPT,,,NO DAMAGE OR INJURY,3,16:25,210
Some Cloud,,None (Military),Deleted,FALSE,1,ANM,7/9/90,,FALSE,,FALSE,Rain,,,Approach,Unknown bird - medium,Turbofan,,MD-80,None,50,,Day,UT,1,4,Airplane,AMERICAN AIRLINES,Medium,7/8/90 0:00,,,,,SALT LAKE CITY INTL,,,BIRD STRUCK TOP OF WINDSHIELD AND FUSELAGE ABOVE TOP.  NO  DAMAGE,2,,
Some Cloud,,None (Military),Deleted,FALSE,2-10,AEA,7/9/90,,FALSE,N,FALSE,None,,,Take-off run,Blackbirds,Turboprop,0,DHC8 DASH 8,,0,,Day,PA,2-10,3,Airplane,HENSON,Small,7/8/90 0:00,,,,,ERIE INTL ARPT-TOM RIDGE FIELD,,,3 BIRDS. NO DAMAGE. FLT 4515.,2,,82
,,,Deleted,FALSE,,AEA,7/9/90,,FALSE,Y,FALSE,,,,Take-off run,Gulls,Turboprop,0,CV-580,,0,,Day,NJ,2-10,3,Airplane,BUSINESS,Medium,7/8/90 0:00,,,,,ATLANTIC CITY INTL,OPER = WEST STATE,,HIT 2. UNK IF DAMAGE.,2,,
Overcast,,Minor (Civilian),,FALSE,,AWP,7/9/90,,FALSE,N,TRUE,,,,Take-off run,Unknown bird - medium,Turbofan,0,B-767,,0,,Day,CA,1,4,Airplane,AMERICAN AIRLINES,Medium,7/8/90 0:00,,,,,NORMAN Y. MINETA SAN JOSE INTL ARPT,SOURCE = xxxx-x REPTS,,CRACKED PAINT ON RADOME. FLT 1414.,2,,140
Some Cloud,,None (Military),,FALSE,1,ASO,7/19/90,,FALSE,Y,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,FOKKER F100,None,20,,Day,NC,1,4,Airplane,1US AIRWAYS,Small,7/8/90 0:00,,,,18R,CHARLOTTE/DOUGLAS INTL ARPT,,,"# BIRDS STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN. FLT 1839.",2,10:20,134
,,None (Military),Deleted,TRUE,1,ASO,5/19/00,,TRUE,Y,FALSE,,,,Approach,Carolina wren,,,C-141B,,"1,000",,Day,SC,1,,Airplane,MILITARY,Small,7/8/90 0:00,,,,,CHARLESTON AFB/INTL ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  C - 141 - B;  IMPACT -  LOWER RADOME;  NUMBER OF BIRDS (S, F, or Z) -  S",,12:00,118
,,Minor (Civilian),,FALSE,,AGL,,,FALSE,,TRUE,,,,Landing Roll,White-tailed deer,Turboprop,0,BE-1900,,0,,Day,MI,1,3,Airplane,MESA AIRLINES,Large,7/9/90 0:00,,,,,MUSKEGON COUNTY ARPT,SOURCE = ASIAS BRIEF REPT xxxxxxxxxxxxxxC,,HIT A DEER ON LDG ROLLOUT WITH RT MAIN GEAR. MINOR DMG.,2,,
No Cloud,,,Deleted,FALSE,2-10,ASO,7/9/90,,FALSE,N,FALSE,None,,,Approach,Mourning dove,Turbofan,,B-727-100,None,75,,Day,NC,1,4,Airplane,1US AIRWAYS,Small,7/9/90 0:00,,,,36R,CHARLOTTE/DOUGLAS INTL ARPT,,,"FLT 321. REPTD AS DOVE, ASSUME MOURNING.",3,,135
No Cloud,,Minor (Civilian),,FALSE,2-10,ASO,7/9/90,,FALSE,N,TRUE,None,,,Climb,Unknown bird - small,Reciprocating (Piston),,C-150,,200,,Day,NC,2-10,1,Airplane,BUSINESS,Small,7/9/90 0:00,,,,,COASTAL CAROLINA REGIONAL ARPT,OPER = AIR EAST  DATE = POSTMARK,,SMALL DENT ON RIGHT WING.,1,17:00,80
No Cloud,,Substantial (Civilian),Deleted,FALSE,1,ASW,7/9/90,ENG VIBRATION,FALSE,N,TRUE,None,,,Climb,Gulls,Turbofan,,B-737-400,Other,150,,Dusk,TX,1,4,Airplane,1US AIRWAYS,Medium,7/9/90 0:00,,,,15L,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,,,3 DAMAGED FAN BLADES. ENG VIBRATION ON DESCENT,2,,140
Some Cloud,,None (Military),Deleted,FALSE,,ANM,7/12/90,,FALSE,,FALSE,None,2,,Climb,Ducks,Turboprop,,DHC8 DASH 8,Precautionary Landing,500,,Dawn,ID,1,3,Airplane,HORIZON AIR,Medium,7/9/90 0:00,,,,,POCATELLO REGIONAL ARPT,(UPDATED x/xx/xx INGESTION),,FLT 609.   BIRD ENTERED AIR INTAKE & WENT INTO FOD ENG BYPASS.   NO DAMAGE TO ENG,2,,
No Cloud,,None (Military),,FALSE,,AWP,7/17/90,,FALSE,Y,FALSE,None,,,Climb,Unknown bird - medium,Turbofan,,B-737,,100,,Day,CA,1,4,Airplane,DELTA AIR LINES,Medium,7/9/90 0:00,,,,,BOB HOPE ARPT,,,NO DAMAGE. FLT 1530,2,,
No Cloud,,None (Military),Deleted,FALSE,1,ANM,7/17/90,,FALSE,N,FALSE,None,,,Climb,Unknown bird - medium,Turbofan,,DC-10,None,"2,000",,Day,WA,1,4,Airplane,NORTHWEST AIRLINES,Medium,7/9/90 0:00,,,,34,SEATTLE-TACOMA INTL,,,"SEA ATCT REPORTS FLT 150 WAS 8 NM NORTH OF SEA TAC WHEN  THEY REPTD THEY THOUGHT THEY HIT A BIRD, THERE WAS NO APPARENT DAMAGE.",3,,200
Some Cloud,,None (Military),Deleted,FALSE,2-10,ANE,,,FALSE,Y,FALSE,,,,Approach,Gulls,Turbofan,,DC-10,,,,Dawn,MA,2-10,4,Airplane,FEDEX EXPRESS,Medium,7/10/90 0:00,,,,,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,SOURCE = TWO xxxx-x REPTS.,,A/C IN LANDING FLARE WHEN IT HIT 4 BIRDS IN THE FLOCK.  NO  DAMAGE.,3,,135
Overcast,,Substantial (Civilian),Deleted,FALSE,1,AGL,,,FALSE,,TRUE,None,,,Take-off run,White-tailed deer,Reciprocating (Piston),0,C-310,Precautionary Landing,0,,Night,OH,1,2,Airplane,BUSINESS,Large,7/10/90 0:00,,,,14,MANSFIELD LAHM MUNICIPAL,OPERATOR = URBAN INDUSTRIES OF OHIO,,"PILOT SAW A DEER IN HIS LIGHTS DURING T/O. HE TRIED TO ROTATE ENOUGH TO MISS IT, BUT STRUCK IT W/ RT MAIN LANDING GEAR. THE  GREEN LIGHT WENT OUT ON THE LANDING GEAR & A.C WAS DIVERTED TO AN  ARPT W/ LONG RWYS.  DRAG BRACE ON RT GEAR WAS BENT & LANDING GEAR  WOULD NOT LOCK IN DOWN POSITION.",2,,
Some Cloud,,None (Military),Deleted,FALSE,,ASO,7/10/90,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,B-737,,25,,Day,GA,2-10,4,Airplane,UNITED AIRLINES,Medium,7/10/90 0:00,,,,,HARTSFIELD - JACKSON ATLANTA INTL ARPT,,,NO DAMAGE. FLT 1027.,2,,
Overcast,,None (Military),Deleted,FALSE,2-10,AEA,7/10/90,,FALSE,N,FALSE,None,,,Take-off run,Blackbirds,Turboprop,0,BA-31 JETSTR,,0,,Day,MD,2-10,2,Airplane,PSA AIRLINES,Small,7/10/90 0:00,,,,27,HAGERSTOWN REGNL ARPT-RICHARD A HENSON FIELD,,,PILOT REPTD SEVERAL BIRDS HIT NOSE & WINDSHIELD JUST AT  ROTATION.  NO DAMAGE.,2,,
No Cloud,,Minor (Civilian),,FALSE,,AWP,7/10/90,,FALSE,N,TRUE,None,,,Take-off run,Gulls,Reciprocating (Piston),0,C-180,,0,,Day,CA,2-10,1,Airplane,BUSINESS,Medium,7/10/90 0:00,,,,,SACRAMENTO EXECUTIVE ARPT,OPER = BRUCE VINCENT  DATE = POSTMARK,"1,883","DENT, LEADING EDGE OF WING. HIT A FLOCK, ASSUME 2-10. LOSS OF  REVENUE 1000",1,,
Some Cloud,,Minor (Civilian),Deleted,FALSE,,ASO,7/10/90,,FALSE,Y,TRUE,None,,,Approach,Unknown bird - medium,Reciprocating (Piston),,C-152,,"2,000",,Night,GA,1,1,Airplane,BUSINESS,Medium,7/10/90 0:00,,,,,DEKALB-PEACHTREE ARPT,OPER = ASTRON ENTERPRISES,,BIRD HIT NOSE GEAR-MOVED WHEEL COVER SLIGHTLY.,1,,90
Some Cloud,,None (Military),,FALSE,1,,7/11/90,,FALSE,Y,FALSE,None,,MITCHELLVILLE MD,En Route,Gulls,Reciprocating (Piston),,C-152,,"1,400",,Day,,1,1,Airplane,PRIVATELY OWNED,Medium,7/10/90 0:00,,,MD,,UNKNOWN,,,NO DAMAGE.,1,,96
Overcast,,None (Military),Deleted,FALSE,1,ASO,7/13/90,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,MD-80,,500,,Night,TN,1,4,Airplane,AMERICAN AIRLINES,Small,7/10/90 0:00,,,,,MEMPHIS INTL,,,no damage,2,,130
Some Cloud,,None (Military),Deleted,FALSE,,AEA,7/20/90,,FALSE,N,FALSE,None,,,Landing Roll,Sparrows,Turbofan,0,B-737,,0,,Day,NY,1,4,Airplane,CONTINENTAL AIRLINES,Small,7/10/90 0:00,,,,,BUFFALO-NIAGARA INTL,,,NO DAMAGE.,2,,
Overcast,,None (Military),Deleted,FALSE,1,AEA,7/11/90,,FALSE,N,FALSE,None,,,Landing Roll,Sparrows,Turbofan,0,B-727-200,None,0,,Day,NY,1,4,Airplane,DELTA AIR LINES,Small,7/11/90 0:00,,,,4,LA GUARDIA ARPT,,,no damage,3,17:55,120
No Cloud,,,,FALSE,1,AEA,7/12/90,,FALSE,Y,FALSE,,,,Take-off run,Gulls,Turbofan,0,FOKKER F100,None,0,,Night,NJ,1,4,Airplane,1US AIRWAYS,Medium,7/11/90 0:00,,,,13,ATLANTIC CITY INTL,,,FLT 397. PILOT STATED THAT HE SAW BIRD BUT DIDN'T THINK HE HIT  IT.  DEADGULL FOUND ON RWY13.,2,,
No Cloud,,None (Military),Deleted,FALSE,,AWP,7/12/90,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,L-1011,,,,Day,CA,2-10,4,Airplane,TRANS WORLD AIRLINES,Small,7/11/90 0:00,,,,,SAN FRANCISCO INTL ARPT,,,"HIT A FLOCK OF SPARROW TYPE BIRDS, ASSUME 2-10. NO DAMAGE.",3,,
Overcast,,None (Military),Deleted,FALSE,,ASW,7/13/90,,FALSE,N,FALSE,None,,,Take-off run,Doves,Reciprocating (Piston),0,C-172,,0,,Day,LA,1,1,Airplane,PRIVATELY OWNED,Small,7/11/90 0:00,,,,,HOUMA-TERREBONNE ARPT,,,no damage,1,,70
Some Cloud,,None (Military),Deleted,FALSE,,AGL,7/13/90,,FALSE,N,FALSE,None,,,Take-off run,Unknown bird - small,Turbofan,0,DC-9,,0,,Day,IL,1,4,Airplane,TRANS WORLD AIRLINES,Small,7/11/90 0:00,,,,,QUAD CITY ARPT,,,NO DAMAGE. HIT BIRD ON ROTATION.,2,,
Some Cloud,,None (Military),,FALSE,,ANE,7/14/90,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Reciprocating (Piston),,PA-28,,50,,Day,MA,1,1,Airplane,PRIVATELY OWNED,Medium,7/11/90 0:00,,,,,LAWRENCE MUNICIPAL ARPT (MA),OPER - STEVE SCHEHL,,NO DAMAGE.,1,,65
Overcast,,None (Military),,FALSE,2-10,AAL,7/16/90,,FALSE,N,FALSE,Rain,,,Climb,Arctic tern,Reciprocating (Piston),,CURTIS C-46,None,300,,Day,AK,2-10,3,Airplane,BUSINESS,Small,7/11/90 0:00,,,,19R,FAIRBANKS INTL ARPT,OPER = EVERT'S AIR,,no damage,2,08:22,
Some Cloud,,None (Military),Deleted,FALSE,11-100,ASO,7/16/90,,FALSE,N,FALSE,None,,,Landing Roll,European starling,Turbofan,0,B-767,None,0,,Dawn,GA,11-100,4,Airplane,DELTA AIR LINES,Small,7/11/90 0:00,,,,27L,HARTSFIELD - JACKSON ATLANTA INTL ARPT,,,FLT 456.  PILOT SAID ENGINES WERE AT IDLE AT THE TIME OF IMPACT.  HIT 12-14.,2,,130
No Cloud,,Minor (Civilian),Deleted,FALSE,,ANM,7/19/90,"RAPID DESCENT TO 10,000'",FALSE,N,TRUE,None,,,Descent,Unknown bird - large,Turbofan,,B-727,Other,"13,400",,Day,UT,1,4,Airplane,DELTA AIR LINES,Large,7/11/90 0:00,,,,,SALT LAKE CITY INTL,,,"DURING DESCENT INTO SLC, SOMETHING HIT UPPER LEFT CORNER OF  CO-P'S FWD WINDSHLD SHATTERING THE GLASS. WINDSHLD REMAINED  INTACT & PRESSURIZATION WAS NOT LOST, HOWEVER A RAPID DESCENT TO  BELOW 10000 FT MSL WAS MADE. BLOOD SMEAR ON OUTER SURFACE.",3,,350
,,None (Military),,FALSE,1,ACE,8/21/90,,FALSE,N,FALSE,,,,Take-off run,Sparrows,Turbofan,0,DC-9-30,,0,,Day,NE,1,4,Airplane,MIDWAY AIRLINES,Small,7/11/90 0:00,,,,,EPPLEY AIRFIELD,,,NO DAMAGE.,2,11:30,70
,,None (Military),Deleted,FALSE,1,AWP,5/19/00,,FALSE,,FALSE,,,,Landing Roll,,,0,KC-135R,,0,,Day,CA,1,,Airplane,MILITARY,Medium,7/11/90 0:00,,,,,CASTLE ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  KC - 135 - R;  IMPACT -  INJESTED IN #2 ENG;  NUMBER OF BIRDS (S, F, or Z) -  S",,11:15,150
,,None (Military),Deleted,TRUE,1,ASO,5/19/00,,TRUE,,FALSE,,,,Approach,Eastern meadowlark,,,A-10A,,200,,Day,SC,1,,Airplane,MILITARY,Small,7/11/90 0:00,,,,,MYRTLE BEACH INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  A - 10 - ;  IMPACT -  RIGHT WING;  NUMBER OF BIRDS (S, F, or Z) -  S",,15:50,138
,,Uncertain (Civilian),Deleted,TRUE,1,AGL,5/19/00,,TRUE,,TRUE,,,,Approach,Owls,,,C-130A,,50,,Day,MI,1,,Airplane,MILITARY,Medium,7/11/90 0:00,,,,,MUSKEGON COUNTY ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  BIRD SEEN JUST PRIOR TO IMPACT;  AIRCRAFT -  C - 130 - A;  IMPACT -  DAMAGE TO PAINT ON PORT FLAPS;  NUMBER OF BIRDS (S, F, or Z) -  S",,,106
Overcast,,None (Military),Deleted,FALSE,1,AGL,,,FALSE,Y,FALSE,None,,,Approach,American robin,Turboprop,,EMB-120,,200,,Day,OH,1,3,Airplane,BUSINESS,Small,7/12/90 0:00,,,,,CLEVELAND-HOPKINS INTL ARPT,PILOT LISTED SELF AS OPERATOR.,,NO DAMAGE/INJURY,2,,130
Some Cloud,,Minor (Civilian),Deleted,FALSE,1,AGL,,,FALSE,N,TRUE,None,,,Climb,Unknown bird - medium,Reciprocating (Piston),,PA-28,,25,,Day,WI,1,1,Airplane,BUSINESS,Medium,7/12/90 0:00,,,,,FOND DU LAC COUNTY ARPT,OPER = ROESSEL AV (ROBT. FOX)  DATE = POSTMARK,,LEFT WING-LEADING EDGE SKIN DAMAGE. MIGHT HAVE BEEN A HAWK.,1,,75
Some Cloud,,,,FALSE,2-10,AWP,7/12/90,,FALSE,N,FALSE,None,,,Landing Roll,European starling,Turbofan,0,L-1011,,0,,Day,CA,2-10,4,Airplane,TRANS WORLD AIRLINES,Small,7/12/90 0:00,,,,,SAN FRANCISCO INTL ARPT,DATE = POSTMARK,,UNKN IF DAMAGE. FLT 183,3,,
Overcast,,None (Military),Deleted,FALSE,,AEA,7/12/90,,FALSE,,FALSE,None,,,Take-off run,Unknown bird - small,Turbofan,0,MD-88,,0,,Day,NY,2-10,4,Airplane,DELTA AIR LINES,Small,7/12/90 0:00,,,,,GREATER ROCHESTER INTL,,,FLT 1037.  HIT 4 BIRDS. NO DAMAGE.,2,,150
,,None (Military),Deleted,FALSE,,ASW,7/12/90,,FALSE,Y,FALSE,,,,Landing Roll,Unknown bird - medium,Turbofan,0,MD-80,,0,,Night,AR,1,4,Airplane,AMERICAN AIRLINES,Medium,7/12/90 0:00,,,,,BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,,,NO DAMAGE.,2,,100
Some Cloud,,None (Military),Deleted,FALSE,1,ONT,7/16/90,,FALSE,N,FALSE,None,,,Take-off run,Gulls,Turbofan,0,B-727-200,None,0,,Day,ON,1,4,Airplane,AMERICAN AIRLINES,Medium,7/12/90 0:00,,,,,TORONTO/LESTER B. PEARSON INTL,,,no damage,3,,150
,,None (Military),Deleted,FALSE,1,AWP,7/23/90,,FALSE,N,FALSE,,,,Approach,Rock pigeon,Reciprocating (Piston),,PA-32,,20,,Day,CA,1,1,Airplane,PRIVATELY OWNED,Small,7/12/90 0:00,,,,,SACRAMENTO EXECUTIVE ARPT,OPER = SJ TOBIAS,,"NO DAMAGE, JUST BLOODIED WING.",1,,85
,,None (Military),Deleted,FALSE,1,AWP,5/19/00,,FALSE,,FALSE,,,,Climb,Unknown bird - medium,,,KC-135R,,700,,Day,CA,1,,Airplane,MILITARY,Medium,7/12/90 0:00,,,,,CASTLE ARPT,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  KC - 135 - R;  IMPACT -  LOWER RT FUSELAGE;  NUMBER OF BIRDS (S, F, or Z) -  S",,11:17,160
,,None (Military),Deleted,TRUE,2-10,AEA,5/19/00,,TRUE,,FALSE,,,,Landing Roll,"Gulls,terns, kittiwakes",,0,KC-135,,,,Day,NJ,2-10,,Airplane,MILITARY,Medium,7/12/90 0:00,,,,,ATLANTIC CITY INTL,SOURCE = BASH NR xxxxx,,"REMARKS -  NO INFO;  AIRCRAFT -  KC - 135 - ;  IMPACT -  UNK;  NUMBER OF BIRDS (S, F, or Z) -  F",,,
Overcast,,None (Military),Deleted,FALSE,,ASO,7/13/90,,FALSE,N,FALSE,None,,,Landing Roll,Blackbirds,Turbofan,0,L-1011,,0,,Day,GA,2-10,4,Airplane,UNKNOWN,Small,7/13/90 0:00,,,,,HARTSFIELD - JACKSON ATLANTA INTL ARPT,OPER = DLA (?DELTA),,"FLT 173. HIT A FLOCK OF SMALL BLACK BIRDS, ASSUME 2-10. NO  DAMAGE.",3,,125
,,None (Military),Deleted,FALSE,1,ASW,7/14/90,,FALSE,N,FALSE,,,,Take-off run,Sparrows,Turbofan,0,MD-80,,0,,Day,AR,1,4,Airplane,AMERICAN AIRLINES,Small,7/13/90 0:00,,,,,BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,SOURCE = TWO xxxx-x REPTS,,HIT JUST PRIOR TO LIFT-OFF. NO DAMAGE. HIT JUST UNDER RADOME. FLT  556.,2,,125
Some Cloud,,None (Military),Deleted,FALSE,,AEA,7/14/90,,FALSE,N,FALSE,None,,,Climb,Sparrows,Turbojet,,LEARJET-25,,200,,Day,PA,2-10,3,Airplane,BUSINESS,Small,7/13/90 0:00,,,,,WILKES-BARRE/SCRANTON INTL,OPER = BIR AVIATION CORP,,2 SPARROWS WERE FOUND BY ARPT,2,,190
Some Cloud,,Substantial (Civilian),Deleted,TRUE,1,AWP,7/16/90,,TRUE,,TRUE,None,11,,Take-off run,Short-eared owl,Turbofan,0,B-737-300,Aborted Take-off,0,,Dawn,HI,1,4,Airplane,ALOHA AIRLINES,Small,7/13/90 0:00,,,,35,LIHUE ARPT,ENG MANU #xxxxxx  SOURCE = TWO xxxx-x REPTS. & ENG MANU,,ID BY SMITHSONIAN. EXTENSIVE DAMAGE TO FAN STAGE - 14 BLADES BENT. BIRD INGESTED  INTO #2 ENG. PILOT ID'D BIRD AS PHEASANT. ROXIE AT SMITHSONIAN ID  IT AS SHORT-EARED OWL.,2,,85
Some Cloud,,None (Military),Deleted,FALSE,1,AWP,7/17/90,,FALSE,N,FALSE,None,,,Landing Roll,American kestrel,Turbofan,0,MD-80,,0,,Day,CA,1,4,Airplane,ALASKA AIRLINES,Small,7/13/90 0:00,,,,,LOS ANGELES INTL,,,no damage,2,,125
,,<$50K (Military),Deleted,FALSE,1,ACE,5/19/00,,FALSE,,TRUE,,,,Take-off run,,,0,T-38A,,0,,Day,KS,1,,Airplane,MILITARY,Medium,7/13/90 0:00,,"10,514",,,SALINA MUNICIPAL,SOURCE = BASH NR xxxxx,,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  #2 ENGINE;  NUMBER OF BIRDS (S, F, or Z) -  S",,16:50,180
Overcast,,None (Military),,FALSE,11-100,AGL,,,FALSE,Y,FALSE,Fog,,,Approach,Unknown bird - small,Turbofan,,DA-20 FALCON,None,50,,Day,OH,2-10,3,Airplane,BUSINESS,Small,7/14/90 0:00,,,,24R,BURKE LAKEFRONT,OPERATOR = RITE AID CORP,,SPARROWS/SWALLOW,2,,120
Overcast,,None (Military),Deleted,FALSE,,AEA,7/16/90,,FALSE,Y,FALSE,None,,,Landing Roll,Gulls,Turbofan,0,DC-9,,0,,Day,NJ,1,4,Airplane,CONTINENTAL AIRLINES,Medium,7/14/90 0:00,,,,,ATLANTIC CITY INTL,,,no damage,2,,
Some Cloud,,Minor (Civilian),Deleted,FALSE,1,ANE,7/16/90,,FALSE,Y,TRUE,None,,,Approach,Gulls,Reciprocating (Piston),,C-172,,30,,Day,RI,1,1,Airplane,BUSINESS,Medium,7/14/90 0:00,,,,,THEODORE FRANCIS GREEN STATE,OPER = CORPORATE AIR CHARTER,,DENT TO RIGHT WINGTIP.,1,,65
No Cloud,,Substantial (Civilian),Deleted,FALSE,11-100,AGL,9/10/90,,FALSE,N,TRUE,None,120,,Take-off run,Gulls,Turbofan,0,CITATION II,None,0,,Day,MI,1,3,Airplane,BUSINESS,Medium,7/14/90 0:00,,"216,493",,26,DRUMMOND ISLAND ARPT,OPER = CIN-AIR LP,,"DAMAGE TO FAN BLADES, ENGINE INLET, AND FIRST STAGE STATORS",2,,
,,None (Military),Deleted,FALSE,1,ASW,5/19/00,,FALSE,,FALSE,,,,Approach,Unknown bird - medium,,,T-37B,,"5,500",,Day,NM,1,,,MILITARY,Medium,7/14/90 0:00,,,,,ALBUQUERQUE INTL SUNPORT,SOURCE = BASH NR xxxxx,,"REMARKS -  ENGINE INGESTION;  AIRCRAFT -  T - 37 - B;  IMPACT -  LEFT ENGINE INTAKE;  NUMBER OF BIRDS (S, F, or Z) -  S",,20:00,110
Some Cloud,,None (Military),Deleted,FALSE,,,,,FALSE,Y,FALSE,None,,LIT - BNA,,Unknown bird - medium,Turbofan,,MD-82,None,,,,,1,4,Airplane,AMERICAN AIRLINES,Medium,7/15/90 0:00,,,,,UNKNOWN,SOURCE = FAA xxxx BIRD STRIKE/INCIDENT REPT,,OUTBD LE RT WING. NO DAMAGE. FLT 398.,2,,
,,,,TRUE,,AWP,,,FALSE,,FALSE,,,,,Ring-necked pheasant,,0,UNKNOWN,,,,,HI,1,,,UNKNOWN,Medium,7/15/90 0:00,,,,,LIHUE ARPT,,,,,,
Overcast,,None (Military),Deleted,FALSE,2-10,AEA,7/15/90,,FALSE,N,FALSE,Fog,,,Climb,Gulls,Turbofan,,DC-9,,100,,Day,NJ,2-10,4,Airplane,MIDWAY AIRLINES,Medium,7/15/90 0:00,,,,,ATLANTIC CITY INTL,,,"TWR WINDOWS HAD HEAVY CONDENSATION FROM FOG. NO KNOWN DAMAGE AT  THIS TIME.  HIT A FLOCK, ASSUME 2-10",2,,180
No Cloud,,None (Military),Deleted,FALSE,,AWP,7/16/90,,FALSE,N,FALSE,None,,,Take-off run,Gulls,Turbofan,0,B-737,,0,,Day,CA,1,4,Airplane,AMERICA WEST AIRLINES,Medium,7/15/90 0:00,,,,,METRO OAKLAND INTL,,,NO DAMAGE REPTD BY PILOT FLT 42.,2,,
No Cloud,,None (Military),Deleted,FALSE,,AEA,7/16/90,,FALSE,Y,FALSE,None,,,Landing Roll,Laughing gull,Turbofan,0,B-727,,0,,Day,NJ,1,4,Airplane,EXPRESS ONE INTL,Small,7/15/90 0:00,,,,,ATLANTIC CITY INTL,,,no damage,3,,
Some Cloud,,None (Military),Deleted,FALSE,1,AEA,7/17/90,,FALSE,N,FALSE,None,,,Approach,Unknown bird - medium,Turbofan,,MD-80,,"1,200",,Night,PA,1,4,Airplane,AMERICAN AIRLINES,Medium,7/15/90 0:00,,,,,PITTSBURGH INTL ARPT,,,NO DAMAGE.,2,,160
Some Cloud,,None (Military),Deleted,FALSE,2-10,AEA,7/17/90,,FALSE,N,FALSE,None,,,Approach,Ducks,Turbofan,,MD-80,,7,,Day,VA,2-10,4,Airplane,1US AIRWAYS,Medium,7/15/90 0:00,,,,,NORFOLK INTL,,,6-8 DUCKS. NO DAMAGE. FLT 1125.,2,,135
No Cloud,,None (Military),,FALSE,2-10,ASO,7/20/90,,FALSE,N,FALSE,None,,,Landing Roll,Unknown bird - small,Turbofan,0,MD-80,None,0,,Dusk,TN,2-10,4,Airplane,AMERICAN AIRLINES,Small,7/15/90 0:00,,,,20R,NASHVILLE INTL,,,,2,,120
No Cloud,,None (Military),Deleted,FALSE,,ACE,,,FALSE,N,FALSE,None,,,Approach,Unknown bird - small,Turbofan,,MD-80,,45,,Day,MO,1,4,Airplane,AMERICAN AIRLINES,Small,7/16/90 0:00,,,,,KANSAS CITY INTL,SOURCE = TWO xxxx-x REPTS,,NO DMG.,2,,140
No Cloud,,None (Military),Deleted,FALSE,1,AEA,,,FALSE,Y,FALSE,None,,,Climb,Laughing gull,Turbofan,,B-727,,100,,Day,NJ,1,4,Airplane,BUSINESS,Small,7/16/90 0:00,,,,31,ATLANTIC CITY INTL,OPER = JET EAST,,NO DAMAGE. LOSS OF REVENUE UNKN. NOTAM WARNING. FLT  902.,3,,120
